id_pedido,id_cliente,fecha_compra,articulo,cantidad,ingreso_total
ORD-02587,CUST-1380,2026-05-12 08:00:00,Gorra,4,96493.34
ORD-02588,CUST-232,2026-02-23 07:00:00,Remera Algodón,2,34999.47
ORD-02589,CUST-1399,2026-05-23 13:00:00,Gorra,4,35073.16
ORD-02590,CUST-1899,2026-05-02 12:00:00,Remera Sublimada,5,49824.25
ORD-02591,CUST-1806,2026-04-26 12:00:00,Taza Cerámica,4,92780.06
ORD-02592,CUST-1071,2026-03-03 04:00:00,Remera Sublimada,2,10542.48
ORD-02593,CUST-612,2026-06-02 10:00:00,Remera Sublimada,4,63899.73
ORD-02594,CUST-412,2026-03-26 04:00:00,Remera Sublimada,4,32694.21
ORD-02595,CUST-675,2026-06-21 10:00:00,Remera Algodón,2,21310.58
ORD-02596,CUST-985,2026-04-30 18:00:00,Remera Algodón,4,44558.53
ORD-02597,CUST-1407,2026-05-10 14:00:00,Remera Sublimada,3,28156.96
ORD-02598,CUST-1244,2026-04-12 05:00:00,Buzo Canguro,4,83388.17
ORD-02599,CUST-1230,2026-04-08 12:00:00,Remera Algodón,1,11644.18
ORD-02600,CUST-786,2026-07-17 04:00:00,Buzo Canguro,1,11909.7
ORD-02601,CUST-1327,2026-05-30 17:00:00,Remera Sublimada,3,42180.41
ORD-02602,CUST-264,2026-04-27 07:00:00,Buzo Canguro,4,92183.62
ORD-02603,CUST-404,2026-03-24 00:00:00,Taza Cerámica,5,93817.3
ORD-02604,CUST-1620,2026-04-22 09:00:00,Buzo Canguro,4,24939.98
ORD-02605,CUST-1755,2026-05-23 13:00:00,Taza Cerámica,1,5785.24
ORD-02606,CUST-1679,15/05/2026,Buzo Canguro,2,32655.57
ORD-02607,CUST-1947,2026-06-16 22:00:00,Remera Sublimada,3,68223.63
ORD-02608,CUST-255,2026-05-17 16:00:00,Remera Sublimada,2,22930.06
ORD-02609,CUST-1490,2026-04-05 17:00:00,Remera Sublimada,5,49777.18
ORD-02610,CUST-1842,2026-02-20 15:00:00,Buzo Canguro,4,79855.28
ORD-02611,CUST-719,2026-06-25 15:00:00,Remera Sublimada,5,85209.14
ORD-02612,CUST-1374,2026-02-19 07:00:00,Gorra,2,32601.09
ORD-02613,CUST-1056,2026-07-16 05:00:00,Buzo Canguro,4,31944.1
ORD-02614,CUST-433,2026-05-04 08:00:00,Taza Cerámica,5,42596.13
ORD-02615,CUST-1765,2026-05-11 11:00:00,Remera Algodón,1,10635.76
ORD-02616,CUST-1068,2026-04-17 22:00:00,Gorra,1,9136.78
ORD-02617,CUST-610,2026-06-25 14:00:00,Remera Algodón,3,73286.68
ORD-02618,CUST-1416,2026-04-14 06:00:00,Buzo Canguro,1,5372.22
ORD-02619,CUST-1143,2026-07-20 15:00:00,Remera Sublimada,1,17521.13
ORD-02620,CUST-381,15/05/2026,Remera Algodón,2,30703.95
ORD-02621,CUST-896,,Gorra,1,11465.02
ORD-02622,CUST-1124,2026-02-06 11:00:00,Gorra,1,22751.77
ORD-02623,CUST-218,2026-07-21 19:00:00,Taza Cerámica,2,36806.5
ORD-02624,CUST-1158,2026-07-13 01:00:00,Buzo Canguro,1,24967.09
ORD-02625,CUST-297,2026-04-03 04:00:00,Remera Sublimada,1,8373.12
ORD-02626,CUST-584,2026-06-24 07:00:00,Taza Cerámica,3,20272.07
ORD-02627,CUST-1880,2026-04-30 19:00:00,Remera Sublimada,1,7787.95
ORD-02628,CUST-1182,15/05/2026,Remera Sublimada,1,10385.82
ORD-02629,CUST-936,2026-06-18 11:00:00,Buzo Canguro,3,40007.22
ORD-02630,CUST-1284,2026-05-03 05:00:00,Buzo Canguro,2,44504.13
ORD-02631,CUST-1108,2026-06-28 04:00:00,Remera Sublimada,1,10671.84
ORD-02632,CUST-790,2026-02-23 08:00:00,Gorra,5,116524.33
ORD-02633,CUST-1329,2026-03-30 15:00:00,Gorra,2,28516.31
ORD-02634,CUST-1135,2026-03-18 21:00:00,Taza Cerámica,2,35882.8
ORD-02635,CUST-589,2026-02-08 19:00:00,Buzo Canguro,1,10288.15
ORD-02636,CUST-375,2026-07-29 13:00:00,Remera Algodón,3,24360.83
ORD-02637,CUST-792,2026-03-11 04:00:00,Remera Sublimada,2,44778.28
ORD-02638,CUST-341,2026-07-28 01:00:00,Taza Cerámica,3,21570.37
ORD-02639,CUST-1339,2026-04-16 21:00:00,Remera Sublimada,5,102402.13
ORD-02640,CUST-1374,2026-05-15 00:00:00,Remera Sublimada,3,49859.06
ORD-02641,CUST-1934,2026-03-03 21:00:00,Buzo Canguro,4,88891.02
ORD-02642,CUST-225,2026-07-22 01:00:00,Taza Cerámica,3,58069.1
ORD-02643,CUST-316,2026-06-02 16:00:00,Remera Sublimada,2,21266.56
ORD-02644,CUST-1429,2026-04-03 22:00:00,Remera Sublimada,3,49465.66
ORD-02645,CUST-1920,2026-03-18 06:00:00,Buzo Canguro,3,15784.42
ORD-02646,CUST-1308,2026-05-29 02:00:00,Buzo Canguro,4,58017.47
ORD-02647,CUST-1162,2026-07-16 19:00:00,Buzo Canguro,4,26881.09
ORD-02648,CUST-1346,2026-07-12 16:00:00,Remera Sublimada,1,13578.9
ORD-02649,CUST-1307,2026-03-16 11:00:00,Buzo Canguro,2,14384.47
ORD-02650,CUST-594,2026-07-08 16:00:00,Remera Sublimada,1,24109.6
ORD-02651,CUST-526,2026-03-31 09:00:00,Remera Sublimada,4,61845.44
ORD-02652,CUST-1301,2026-05-10 19:00:00,Buzo Canguro,3,69793.08
ORD-02653,CUST-1018,,Taza Cerámica,4,21789.3
ORD-02654,CUST-1551,2026-05-19 16:00:00,Remera Sublimada,5,88765.33
ORD-02655,CUST-1417,15/05/2026,Remera Sublimada,3,33417.27
ORD-02656,CUST-1975,2026-02-11 05:00:00,Buzo Canguro,1,13636.58
ORD-02657,CUST-250,2026-04-11 08:00:00,Remera Sublimada,3,67385.24
ORD-02658,CUST-483,2026-07-25 01:00:00,Remera Sublimada,5,123002.11
ORD-02659,CUST-1761,2026-05-12 16:00:00,Buzo Canguro,4,39719.36
ORD-02660,CUST-1936,2026-05-15 21:00:00,Remera Sublimada,2,47930.13
ORD-02661,CUST-407,2026-03-12 18:00:00,Remera Sublimada,2,37549.08
ORD-02662,CUST-1459,2026-04-08 17:00:00,Gorra,2,48056.56
ORD-02663,CUST-845,2026-04-05 18:00:00,Taza Cerámica,4,64989.36
ORD-02664,CUST-991,2026-03-19 05:00:00,Taza Cerámica,2,48430.25
ORD-02665,CUST-474,2026-02-16 07:00:00,Buzo Canguro,5,114245.55
ORD-02666,CUST-1131,2026-06-26 19:00:00,Taza Cerámica,4,30287.34
ORD-02667,CUST-1464,2026-07-26 10:00:00,Remera Algodón,2,22431.6
ORD-02668,CUST-228,2026-03-11 16:00:00,Taza Cerámica,1,9861.26
ORD-02669,CUST-1114,2026-05-24 11:00:00,Remera Sublimada,4,65767.95
ORD-02670,CUST-1899,2026-06-18 06:00:00,Buzo Canguro,4,84223.95
ORD-02671,CUST-768,2026-05-21 22:00:00,Buzo Canguro,3,60564.69
ORD-02672,CUST-1475,2026-06-09 16:00:00,Buzo Canguro,2,39069.97
ORD-02673,CUST-1481,2026-07-14 20:00:00,Buzo Canguro,1,12505.3
ORD-02674,CUST-616,2026-03-09 19:00:00,Gorra,5,38963.69
ORD-02675,CUST-1618,2026-02-24 22:00:00,Taza Cerámica,4,36846.68
ORD-02676,CUST-185,2026-02-25 06:00:00,Remera Sublimada,5,99167.75
ORD-02677,CUST-1298,2026-06-07 09:00:00,Remera Sublimada,5,39753.43
ORD-02678,CUST-1925,2026-05-04 06:00:00,Buzo Canguro,5,47294.67
ORD-02679,CUST-1316,2026-06-02 10:00:00,Remera Sublimada,3,40473.16
ORD-02680,CUST-410,2026-04-14 11:00:00,Remera Sublimada,5,32211.24
ORD-02681,CUST-1242,2026-03-07 03:00:00,Remera Sublimada,2,18507.68
ORD-02682,CUST-1341,2026-06-21 22:00:00,Remera Sublimada,2,15990.73
ORD-02683,CUST-526,2026-04-24 09:00:00,Remera Algodón,1,24026.44
ORD-02684,CUST-1537,2026-07-17 15:00:00,Remera Sublimada,1,8830.52
ORD-02685,CUST-213,2026-05-08 11:00:00,Remera Sublimada,5,111176.97
ORD-02686,CUST-1268,2026-03-06 06:00:00,Remera Sublimada,5,36479.82
ORD-02687,CUST-1661,15/05/2026,Buzo Canguro,3,67180.39
ORD-02688,CUST-1771,2026-03-03 01:00:00,Remera Sublimada,5,84943.38
ORD-02689,CUST-402,2026-05-14 14:00:00,Buzo Canguro,5,109970.59
ORD-02690,CUST-843,2026-03-29 10:00:00,Remera Sublimada,5,111734.87
ORD-02691,CUST-687,2026-03-06 06:00:00,Buzo Canguro,4,67709.88
ORD-02692,CUST-1086,2026-04-16 01:00:00,Gorra,4,93415.53
ORD-02693,CUST-1963,2026-02-16 06:00:00,Remera Sublimada,3,50126.9
ORD-02694,CUST-444,2026-04-18 04:00:00,Buzo Canguro,3,57753.9
ORD-02695,CUST-913,2026-04-22 20:00:00,Buzo Canguro,2,26643.22
ORD-02696,CUST-900,2026-07-22 18:00:00,Taza Cerámica,3,69844.06
ORD-02697,CUST-1124,2026-05-13 07:00:00,Buzo Canguro,2,42966.5
ORD-02698,CUST-1270,2026-04-18 04:00:00,Buzo Canguro,5,41671.31
ORD-02699,CUST-1410,2026-03-13 10:00:00,Taza Cerámica,3,49583.27
ORD-02700,CUST-1777,2026-04-02 06:00:00,Buzo Canguro,3,68809.64
ORD-02701,CUST-1176,2026-05-14 18:00:00,Remera Sublimada,3,62583.87
ORD-02702,CUST-1427,2026-04-11 10:00:00,Remera Sublimada,2,48502.11
ORD-02703,CUST-1192,2026-07-07 10:00:00,Taza Cerámica,2,19252.07
ORD-02704,CUST-460,2026-05-14 01:00:00,Gorra,1,12349.19
ORD-02705,CUST-1725,2026-02-19 03:00:00,Remera Algodón,2,30287.68
ORD-02706,CUST-1343,2026-04-11 16:00:00,Remera Algodón,2,19306.77
ORD-02707,CUST-1109,2026-03-29 04:00:00,Taza Cerámica,4,51523.62
ORD-02708,CUST-803,2026-04-02 06:00:00,Buzo Canguro,3,47252.35
ORD-02709,CUST-674,2026-07-03 00:00:00,Taza Cerámica,2,17653.57
ORD-02710,CUST-1708,2026-06-07 00:00:00,Buzo Canguro,3,30401.27
ORD-02711,CUST-1284,2026-05-26 05:00:00,Buzo Canguro,3,22490.55
ORD-02712,CUST-1804,2026-02-18 09:00:00,Remera Sublimada,4,77070.51
ORD-02713,CUST-1212,2026-05-03 10:00:00,Remera Sublimada,3,36693.12
ORD-02714,CUST-787,2026-04-18 04:00:00,Taza Cerámica,2,18810.65
ORD-02715,CUST-880,2026-04-25 00:00:00,Buzo Canguro,3,45439.45
ORD-02716,CUST-684,2026-03-24 02:00:00,Remera Sublimada,1,6364.99
ORD-02717,CUST-1880,2026-03-03 16:00:00,Remera Sublimada,1,23468.13
ORD-02718,CUST-688,2026-05-21 03:00:00,Gorra,4,43557.4
ORD-02719,CUST-1282,2026-07-04 20:00:00,Taza Cerámica,2,45458.57
ORD-02720,CUST-588,2026-06-25 21:00:00,Buzo Canguro,4,59809.61
ORD-02721,CUST-1070,2026-07-03 01:00:00,Buzo Canguro,1,22003.01
ORD-02722,CUST-1447,2026-04-27 04:00:00,Buzo Canguro,2,19882.58
ORD-02723,CUST-1733,2026-02-04 03:00:00,Remera Sublimada,3,25516.24
ORD-02724,CUST-1504,2026-02-06 19:00:00,Buzo Canguro,2,43976.47
ORD-02725,CUST-1225,2026-06-29 12:00:00,Taza Cerámica,5,46292.39
ORD-02726,CUST-593,2026-05-29 04:00:00,Remera Sublimada,2,39847.81
ORD-02727,CUST-1767,2026-04-30 22:00:00,Remera Sublimada,3,-35675.03
ORD-02728,CUST-1737,2026-07-17 19:00:00,Remera Sublimada,5,99819.37
ORD-02729,CUST-118,2026-07-11 13:00:00,Buzo Canguro,4,92611.7
ORD-02730,CUST-1577,2026-03-28 03:00:00,Remera Sublimada,2,49265.54
ORD-02731,CUST-1605,2026-04-22 20:00:00,Buzo Canguro,4,48784.76
ORD-02732,CUST-1717,2026-03-18 15:00:00,Buzo Canguro,2,24701.03
ORD-02733,CUST-496,2026-02-16 19:00:00,Gorra,1,24627.75
ORD-02734,CUST-1100,2026-07-07 07:00:00,Buzo Canguro,1,22230.56
ORD-02735,CUST-1402,2026-04-29 02:00:00,Remera Sublimada,3,17705.52
ORD-02736,CUST-950,2026-02-19 00:00:00,Buzo Canguro,1,16469.0
ORD-02737,CUST-1488,2026-04-07 14:00:00,Taza Cerámica,5,43124.48
ORD-02738,CUST-1454,2026-04-27 09:00:00,Remera Sublimada,5,124401.25
ORD-02739,CUST-1764,2026-06-30 13:00:00,Buzo Canguro,2,15556.92
ORD-02740,CUST-1467,2026-05-24 12:00:00,Remera Algodón,4,64747.81
ORD-02741,CUST-921,2026-03-05 04:00:00,Remera Sublimada,5,91519.84
ORD-02742,CUST-554,2026-04-18 13:00:00,Buzo Canguro,2,47482.59
ORD-02743,CUST-1724,2026-07-02 02:00:00,Gorra,4,87780.66
ORD-02744,CUST-824,2026-05-26 16:00:00,Buzo Canguro,1,9915.1
ORD-02745,CUST-1778,2026-05-05 02:00:00,Taza Cerámica,2,32904.96
ORD-02746,CUST-1188,2026-03-20 13:00:00,Remera Sublimada,4,-96285.92
ORD-02747,CUST-1199,,Remera Sublimada,3,59143.01
ORD-02748,CUST-810,2026-07-21 16:00:00,Taza Cerámica,3,56300.18
ORD-02749,CUST-242,2026-03-12 16:00:00,Taza Cerámica,5,100490.11
ORD-02750,CUST-1016,2026-04-26 22:00:00,Remera Algodón,4,45800.5
ORD-02751,CUST-927,2026-04-25 10:00:00,Remera Sublimada,3,58755.14
ORD-02752,CUST-704,2026-06-01 01:00:00,Buzo Canguro,5,48285.48
ORD-02753,CUST-1596,2026-04-15 10:00:00,Remera Sublimada,2,27124.11
ORD-02754,CUST-1540,2026-06-04 05:00:00,Remera Sublimada,2,45597.15
ORD-02755,CUST-404,2026-05-11 11:00:00,Buzo Canguro,4,21517.69
ORD-02756,CUST-835,2026-03-15 22:00:00,Remera Sublimada,4,53145.49
ORD-02757,CUST-1620,2026-02-23 12:00:00,Remera Sublimada,4,41345.74
ORD-02758,CUST-390,2026-03-09 05:00:00,Remera Sublimada,4,35887.17
ORD-02759,CUST-201,2026-04-06 05:00:00,Remera Sublimada,3,65314.53
ORD-02760,CUST-1390,2026-07-28 21:00:00,Remera Algodón,3,56789.91
ORD-02761,CUST-966,2026-05-16 14:00:00,Taza Cerámica,5,36263.27
ORD-02762,CUST-1067,2026-05-01 07:00:00,Remera Sublimada,3,44667.8
ORD-02763,CUST-1745,2026-03-23 15:00:00,Gorra,2,28676.23
ORD-02764,CUST-1073,2026-05-13 05:00:00,Buzo Canguro,5,39252.78
ORD-02765,CUST-941,2026-05-17 00:00:00,Gorra,3,62985.76
ORD-02766,CUST-1061,2026-04-01 13:00:00,Remera Sublimada,4,49333.92
ORD-02767,CUST-1041,2026-03-08 11:00:00,Buzo Canguro,3,60716.27
ORD-02768,CUST-1900,2026-07-16 10:00:00,Gorra,1,8841.25
ORD-02769,CUST-1126,2026-02-12 09:00:00,Remera Sublimada,5,56507.35
ORD-02770,CUST-184,2026-03-11 06:00:00,Remera Algodón,3,20710.26
ORD-02771,CUST-1917,15/05/2026,Gorra,3,23608.76
ORD-02772,CUST-427,2026-03-24 00:00:00,Remera Algodón,2,45327.34
ORD-02773,CUST-915,2026-06-21 17:00:00,Remera Sublimada,4,28729.01
ORD-02774,CUST-1573,2026-07-19 08:00:00,Remera Sublimada,4,27658.5
ORD-02775,CUST-553,2026-06-08 22:00:00,Remera Sublimada,2,47615.09
ORD-02776,CUST-728,2026-02-10 01:00:00,Remera Algodón,2,35836.14
ORD-02777,CUST-1344,2026-02-15 02:00:00,Remera Sublimada,1,7018.32
ORD-02778,CUST-1277,2026-03-15 05:00:00,Buzo Canguro,5,122171.67
ORD-02779,CUST-764,2026-04-08 10:00:00,Buzo Canguro,4,31768.0
ORD-02780,CUST-111,2026-02-15 12:00:00,Remera Sublimada,2,40653.83
ORD-02781,CUST-1256,2026-05-27 09:00:00,Remera Sublimada,2,11394.05
ORD-02782,CUST-403,15/05/2026,Buzo Canguro,5,87454.18
ORD-02783,CUST-1416,2026-03-29 17:00:00,Gorra,2,31868.15
ORD-02784,CUST-1074,2026-04-12 14:00:00,Remera Sublimada,1,9160.08
ORD-02785,CUST-1423,2026-06-26 17:00:00,Gorra,5,89314.61
ORD-02786,CUST-1863,2026-05-27 08:00:00,Taza Cerámica,1,17341.06
ORD-02787,CUST-882,2026-04-29 01:00:00,Buzo Canguro,3,62901.1
ORD-02788,CUST-142,2026-05-15 19:00:00,Buzo Canguro,4,90069.92
ORD-02789,CUST-1043,2026-03-15 06:00:00,Remera Sublimada,2,30404.2
ORD-02790,CUST-442,2026-07-16 09:00:00,Buzo Canguro,5,74029.52
ORD-02791,CUST-1449,2026-06-13 10:00:00,Taza Cerámica,1,17431.92
ORD-02792,CUST-1937,2026-04-06 01:00:00,Remera Sublimada,4,78336.61
ORD-02793,CUST-597,2026-05-31 00:00:00,Buzo Canguro,4,48493.69
ORD-02794,CUST-463,2026-06-10 20:00:00,Remera Sublimada,2,30185.68
ORD-02795,CUST-990,2026-06-28 22:00:00,Taza Cerámica,4,66808.33
ORD-02796,CUST-526,2026-06-29 03:00:00,Buzo Canguro,2,49535.12
ORD-02797,CUST-1104,15/05/2026,Buzo Canguro,3,50262.73
ORD-02798,CUST-120,2026-02-22 19:00:00,Remera Sublimada,2,18967.46
ORD-02799,CUST-506,2026-04-23 00:00:00,Remera Algodón,1,16759.8
ORD-02800,CUST-718,2026-03-02 00:00:00,Remera Sublimada,4,85559.97
ORD-02801,CUST-1114,2026-02-24 13:00:00,Buzo Canguro,4,88592.29
ORD-02802,CUST-435,2026-03-08 04:00:00,Buzo Canguro,4,84020.04
ORD-02803,CUST-1938,2026-02-24 22:00:00,Taza Cerámica,2,45528.38
ORD-02804,CUST-1240,2026-02-24 12:00:00,Remera Sublimada,5,58476.63
ORD-02805,CUST-1247,2026-07-02 21:00:00,Taza Cerámica,2,30302.82
ORD-02806,CUST-498,2026-02-26 01:00:00,Remera Sublimada,1,20591.82
ORD-02807,CUST-892,2026-04-21 05:00:00,Buzo Canguro,2,20578.0
ORD-02808,CUST-1927,2026-04-06 16:00:00,Taza Cerámica,4,49726.52
ORD-02809,CUST-814,2026-04-16 18:00:00,Taza Cerámica,3,64869.34
ORD-02810,CUST-150,2026-07-13 10:00:00,Taza Cerámica,1,20401.71
ORD-02811,CUST-1906,2026-03-01 04:00:00,Gorra,3,73271.97
ORD-02812,CUST-423,2026-04-22 21:00:00,Remera Sublimada,1,24919.48
ORD-02813,CUST-888,2026-03-11 09:00:00,Remera Algodón,1,9814.89
ORD-02814,CUST-240,2026-07-06 10:00:00,Remera Sublimada,4,92036.0
ORD-02815,CUST-569,2026-06-11 19:00:00,Taza Cerámica,2,13780.62
ORD-02816,CUST-886,2026-06-18 09:00:00,Buzo Canguro,4,76784.02
ORD-02817,CUST-1925,2026-06-22 11:00:00,Buzo Canguro,4,37607.95
ORD-02818,CUST-1457,2026-07-25 09:00:00,Remera Sublimada,4,44024.89
ORD-02819,CUST-1063,2026-05-05 09:00:00,Buzo Canguro,3,71779.27
ORD-02820,CUST-1107,2026-07-10 18:00:00,Remera Sublimada,1,10263.02
ORD-02821,CUST-472,2026-06-09 09:00:00,Remera Sublimada,5,92317.79
ORD-02822,CUST-1687,15/05/2026,Remera Sublimada,2,17125.14
ORD-02823,CUST-593,2026-07-08 06:00:00,Buzo Canguro,4,27471.2
ORD-02824,CUST-1662,2026-03-24 08:00:00,Remera Sublimada,1,11786.34
ORD-02825,CUST-1792,2026-02-22 01:00:00,Remera Sublimada,2,34967.84
ORD-02826,CUST-850,2026-05-21 16:00:00,Remera Sublimada,5,49794.51
ORD-02827,CUST-1279,2026-06-09 08:00:00,Remera Sublimada,5,55016.88
ORD-02828,CUST-390,2026-04-25 20:00:00,Gorra,4,76698.39
ORD-02829,CUST-1771,2026-05-11 07:00:00,Remera Algodón,5,35279.6
ORD-02830,CUST-1267,2026-03-17 03:00:00,Remera Sublimada,5,69690.51
ORD-02831,CUST-205,2026-06-17 08:00:00,Buzo Canguro,2,47669.38
ORD-02832,CUST-1543,2026-06-30 17:00:00,Taza Cerámica,2,25878.87
ORD-02833,CUST-769,2026-05-17 10:00:00,Buzo Canguro,4,54736.08
ORD-02834,CUST-1781,2026-07-17 08:00:00,Taza Cerámica,1,19764.09
ORD-02835,CUST-101,2026-06-14 18:00:00,Remera Sublimada,4,-82320.92
ORD-02836,CUST-688,2026-03-20 14:00:00,Buzo Canguro,3,61176.38
ORD-02837,CUST-743,2026-02-07 15:00:00,Remera Sublimada,5,124786.7
ORD-02838,CUST-189,2026-02-16 00:00:00,Remera Sublimada,1,6429.02
ORD-02839,CUST-1468,2026-05-26 04:00:00,Buzo Canguro,2,49290.13
ORD-02840,CUST-449,2026-07-15 16:00:00,Buzo Canguro,3,72011.38
ORD-02841,CUST-1582,2026-04-03 07:00:00,Remera Sublimada,3,66128.33
ORD-02842,CUST-1386,2026-06-05 00:00:00,Buzo Canguro,5,70412.56
ORD-02843,CUST-1474,2026-04-07 14:00:00,Taza Cerámica,2,44836.09
ORD-02844,CUST-1231,2026-02-20 17:00:00,Gorra,1,9416.65
ORD-02845,CUST-1709,2026-05-18 09:00:00,Buzo Canguro,2,41666.23
ORD-02846,CUST-1162,2026-07-02 03:00:00,Buzo Canguro,5,43523.83
ORD-02847,CUST-1008,2026-03-09 03:00:00,Buzo Canguro,3,63921.72
ORD-02848,CUST-258,2026-04-18 12:00:00,Remera Sublimada,5,86452.91
ORD-02849,CUST-1706,2026-06-26 01:00:00,Remera Sublimada,4,27842.5
ORD-02850,CUST-1058,2026-07-26 00:00:00,Remera Sublimada,3,68719.17
ORD-02851,CUST-411,2026-03-30 18:00:00,Buzo Canguro,5,82795.72
ORD-02852,CUST-1364,2026-02-28 02:00:00,Buzo Canguro,1,18124.97
ORD-02853,CUST-544,2026-06-05 09:00:00,Remera Algodón,1,10670.2
ORD-02854,CUST-397,2026-04-06 09:00:00,Taza Cerámica,1,22432.71
ORD-02855,CUST-1051,2026-04-26 08:00:00,Remera Sublimada,4,63616.06
ORD-02856,CUST-135,2026-05-22 14:00:00,Remera Sublimada,2,26844.81
ORD-02857,CUST-1207,2026-04-10 08:00:00,Remera Sublimada,1,15685.63
ORD-02858,CUST-1575,2026-06-30 08:00:00,Taza Cerámica,4,76265.05
ORD-02859,CUST-1898,2026-04-12 22:00:00,Taza Cerámica,1,18900.96
ORD-02860,CUST-1945,2026-02-25 08:00:00,Remera Algodón,4,48606.17
ORD-02861,CUST-1508,2026-06-14 22:00:00,Buzo Canguro,1,12705.17
ORD-02862,CUST-1295,2026-07-12 08:00:00,Gorra,2,32489.53
ORD-02863,CUST-1499,2026-04-01 16:00:00,Buzo Canguro,5,117440.71
ORD-02864,CUST-1808,2026-03-23 05:00:00,Gorra,1,19908.61
ORD-02865,CUST-1485,2026-03-09 01:00:00,Taza Cerámica,5,64041.5
ORD-02866,CUST-658,2026-07-19 13:00:00,Buzo Canguro,1,11740.65
ORD-02867,CUST-990,2026-07-14 03:00:00,Buzo Canguro,2,30945.47
ORD-02868,CUST-240,2026-04-20 07:00:00,Taza Cerámica,5,111999.14
ORD-02869,CUST-986,2026-07-04 03:00:00,Buzo Canguro,4,20694.34
ORD-02870,CUST-1241,2026-03-20 20:00:00,Remera Sublimada,1,19209.72
ORD-02871,CUST-1400,2026-02-28 03:00:00,Remera Sublimada,1,10890.25
ORD-02872,CUST-825,2026-03-23 07:00:00,Buzo Canguro,4,36671.8
ORD-02873,CUST-1343,2026-07-20 04:00:00,Buzo Canguro,2,10485.52
ORD-02874,CUST-1149,2026-03-01 17:00:00,Remera Sublimada,3,68795.44
ORD-02875,CUST-620,2026-02-10 09:00:00,Remera Sublimada,1,23244.97
ORD-02876,CUST-1906,2026-07-17 17:00:00,Remera Sublimada,4,24913.4
ORD-02877,CUST-109,2026-02-01 06:00:00,Buzo Canguro,3,46308.92
ORD-02878,CUST-1083,2026-02-21 00:00:00,Remera Sublimada,1,8051.49
ORD-02879,CUST-477,2026-02-15 03:00:00,Remera Sublimada,5,100868.76
ORD-02880,CUST-1756,2026-04-02 19:00:00,Remera Sublimada,4,73231.32
ORD-02881,CUST-1760,2026-06-18 22:00:00,Remera Sublimada,5,54713.08
ORD-02882,CUST-781,2026-05-16 01:00:00,Gorra,2,14678.41
ORD-02883,CUST-683,2026-06-04 13:00:00,Remera Sublimada,3,64873.24
ORD-02884,CUST-251,2026-07-26 00:00:00,Taza Cerámica,4,73940.2
ORD-02885,CUST-819,2026-05-09 06:00:00,Buzo Canguro,1,5136.4
ORD-02886,CUST-1172,2026-04-02 09:00:00,Remera Algodón,1,17557.44
ORD-02887,CUST-1277,2026-04-25 00:00:00,Remera Sublimada,3,63617.76
ORD-02888,CUST-958,2026-04-18 00:00:00,Remera Sublimada,5,84076.81
ORD-02889,CUST-1416,2026-06-13 15:00:00,Remera Sublimada,5,67471.37
ORD-02890,CUST-1703,2026-02-15 16:00:00,Remera Sublimada,4,66713.47
ORD-02891,CUST-149,2026-02-28 22:00:00,Taza Cerámica,4,69576.96
ORD-02892,CUST-763,2026-05-20 10:00:00,Remera Sublimada,5,89003.46
ORD-02893,CUST-630,2026-06-25 16:00:00,Remera Sublimada,4,97363.6
ORD-02894,CUST-1735,2026-05-09 12:00:00,Gorra,5,42864.78
ORD-02895,CUST-1183,2026-06-22 10:00:00,Buzo Canguro,3,52385.59
ORD-02896,CUST-1290,2026-02-28 09:00:00,Remera Sublimada,4,35039.47
ORD-02897,CUST-1325,2026-05-10 16:00:00,Remera Sublimada,5,45995.67
ORD-02898,CUST-956,2026-02-10 07:00:00,Remera Sublimada,4,73540.63
ORD-02899,CUST-245,2026-06-29 12:00:00,Remera Algodón,1,23319.08
ORD-02900,CUST-1014,2026-03-31 17:00:00,Gorra,1,8180.88
ORD-02901,CUST-1799,2026-03-02 16:00:00,Gorra,2,48498.62
ORD-02902,CUST-1092,2026-02-20 15:00:00,Remera Algodón,5,56937.23
ORD-02903,CUST-1562,2026-06-10 04:00:00,Buzo Canguro,2,25652.56
ORD-02904,CUST-341,2026-06-09 03:00:00,Remera Sublimada,5,40368.08
ORD-02905,CUST-680,2026-05-11 21:00:00,Buzo Canguro,4,69266.89
ORD-02906,CUST-786,2026-06-02 02:00:00,Taza Cerámica,5,84642.05
ORD-02907,CUST-1684,2026-02-09 21:00:00,Gorra,1,13845.39
ORD-02908,CUST-582,2026-03-06 10:00:00,Buzo Canguro,4,58087.31
ORD-02909,CUST-1231,2026-04-15 21:00:00,Buzo Canguro,1,17459.52
ORD-02910,CUST-1349,2026-04-11 17:00:00,Remera Algodón,4,66679.72
ORD-02911,CUST-772,2026-06-10 01:00:00,Remera Sublimada,5,62426.34
ORD-02912,CUST-730,2026-03-04 09:00:00,Gorra,5,113411.44
ORD-02913,CUST-760,2026-06-24 11:00:00,Remera Sublimada,1,18353.21
ORD-02914,CUST-761,2026-02-01 20:00:00,Buzo Canguro,3,27324.38
ORD-02915,CUST-1555,2026-04-13 15:00:00,Remera Sublimada,5,56990.3
ORD-02916,CUST-904,2026-03-22 12:00:00,Buzo Canguro,3,62272.69
ORD-02917,CUST-1778,2026-02-15 20:00:00,Buzo Canguro,4,28362.03
ORD-02918,CUST-518,2026-07-22 07:00:00,Remera Sublimada,3,60013.92
ORD-02919,CUST-1087,2026-04-15 13:00:00,Gorra,1,12176.85
